ID	Date	Title	First_Author	Year	Venue	Cite_Key	Status	Repro	Valid	Claims	Pedagogy	Longevity	Book_Location	Notes
28	2025-12-22	DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genome	Zhou	2024		zhou_dnabert-2_2024	MONITOR	2	2	OK	M	?	Ch09 (genomic sequence modeling)	Earlier preprint; later published as ICLR 2024 (DNABERT-2).
29	2026-01-06	SMOTE: Synthetic Minority Over-sampling Technique	Chawla	2002	JAIR	chawla_smote_2002	CITED	3	3	OK	H	+	Ch09 (class imbalance)	Foundational oversampling method; 28k+ citations
30	2026-01-06	Class-Balanced Loss Based on Effective Number of Samples	Cui	2019	CVPR	cui_class-balanced_2019	CITED	3	3	OK	M	+	Ch09 (class imbalance)	Effective number framework for imbalanced learning
31	2026-01-06	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	Devlin	2019	NAACL	devlin_bert_2019	CITED	3	3	OK	H	+	Ch09 (CLS token, pooling)	Foundational transformer paper; defines CLS token
32	2026-01-06	Locality-aware pooling enhances protein language model performance	Hoang	2025	Bioinformatics	hoang_locality-aware_2025	CITED	2	2	OK	M	?	Ch09 (attention pooling)	BoM-Pooling method for PLM embeddings
33	2026-01-06	Focal Loss for Dense Object Detection	Lin	2017	ICCV	lin_focal_2017	CITED	3	3	OK	H	+	Ch09 (class imbalance)	RetinaNet/focal loss for hard example mining
34	2026-01-06	Clinical use of current polygenic risk scores may exacerbate health disparities	Martin	2019	Nature Genetics	martin_clinical_2019	CITED	3	3	OK	H	+	Ch09 (population domain shift)	PRS transferability across ancestries
35	2026-01-06	Aggregating residue-level PLM embeddings with optimal transport	NaderiAlizadeh	2025	Bioinformatics Advances	naderializadeh_aggregating_2025	CITED	2	2	OK	M	?	Ch09 (sequence aggregation)	Sliced-Wasserstein embedding for protein sequences
36	2026-01-06	Deep Contextualized Word Representations (ELMo)	Peters	2018	NAACL	peters_deep_2018	CITED	3	3	OK	H	+	Ch09 (layer weighting)	Layer combination pioneered here
37	2026-01-06	Preventing dataset shift from breaking machine-learning biomarkers	Dockes/Varoquaux	2021	GigaScience	varoquaux_preventing_2021	CITED	2	3	OK	M	+	Ch09 (batch effects)	Dataset shift detection and mitigation
38	2026-01-06	Assessing and mitigating batch effects in large-scale omics studies	Yu	2024	Genome Biology	yu_assessing_2024	CITED	2	2	OK	M	?	Ch09 (batch effects)	Batch effect assessment framework
